,tim,aus,eur,nez,unk,bra,can,chi,hnk,ind,kor,mex,saf,sng,den,jpn,mal,nor,swe,srl,swi,twn,tha
1691,2006-06-27,1.3624000000000001,0.79430000000000001,1.6491,0.54830000000000001,2.23,1.121,7.9980000000000002,7.7660999999999998,46.210000000000001,958.60000000000002,11.417999999999999,7.2850000000000001,1.5955999999999999,5.9222999999999999,116.26000000000001,3.6819999999999999,6.2925000000000004,7.3476999999999997,103.81999999999999,1.2423999999999999,32.649999999999999,38.439999999999998
1692,2006-06-28,1.3729,0.79800000000000004,1.677,0.55069999999999997,2.2275,1.1240000000000001,7.9969999999999999,7.7678000000000003,46.25,957.5,11.394,7.21,1.5986,5.9511000000000003,116.42,3.6819999999999999,6.3015999999999996,7.3678999999999997,103.95,1.2479,32.619999999999997,38.450000000000003
1693,2006-06-29,1.3669,0.79779999999999995,1.6783999999999999,0.55220000000000002,2.2054999999999998,1.1155999999999999,7.9954999999999998,7.7675000000000001,46.130000000000003,960.39999999999998,11.3925,7.2649999999999997,1.5954999999999999,5.9504999999999999,116.17,3.6850000000000001,6.3072999999999997,7.3731,103.95,1.2490000000000001,32.560000000000002,38.439999999999998
1694,2006-06-30,1.3472,0.78249999999999997,1.6379999999999999,0.54079999999999995,2.1640000000000001,1.115,7.9943,7.7666000000000004,45.869999999999997,948.5,11.2865,7.165,1.583,5.8379000000000003,114.51000000000001,3.673,6.2220000000000004,7.2134999999999998,103.93000000000001,1.2246999999999999,32.329999999999998,38.140000000000001
1695,2006-07-03,1.3448,0.78169999999999995,1.6447000000000001,0.54320000000000002,2.1595,1.1112,7.9923999999999999,7.7670000000000003,45.920000000000002,944.5,11.154,7.0300000000000002,1.5849,5.8315000000000001,114.92,3.6600000000000001,6.2385000000000002,7.1948999999999996,103.98,1.2253000000000001,32.240000000000002,38
1697,2006-07-05,1.3501000000000001,0.78580000000000005,1.6520999999999999,0.54520000000000002,2.1909999999999998,1.1114999999999999,7.9954999999999998,7.7714999999999996,45.920000000000002,946.60000000000002,11.18,7.2225000000000001,1.5857000000000001,5.8605999999999998,115.65000000000001,3.6484999999999999,6.2511999999999999,7.2145999999999999,103.95,1.2336,32.32,38.189999999999998
1698,2006-07-06,1.3407,0.78390000000000004,1.6543000000000001,0.54420000000000002,2.1815000000000002,1.1115999999999999,7.9945000000000004,7.7709000000000001,45.990000000000002,949.20000000000005,11.122,7.1600000000000001,1.5817000000000001,5.8470000000000004,115.18000000000001,3.6600000000000001,6.2317999999999998,7.1882999999999999,103.95999999999999,1.2299,32.390000000000001,38.149999999999999
1699,2006-07-07,1.3308,0.77990000000000004,1.6407,0.54020000000000001,2.1682999999999999,1.1132,7.9935999999999998,7.7682000000000002,45.840000000000003,947.60000000000002,11.031499999999999,7.0926,1.5739000000000001,5.8181000000000003,113.98,3.6555,6.2244000000000002,7.1401000000000003,103.95,1.2222999999999999,32.340000000000003,37.810000000000002
1700,2006-07-10,1.3362000000000001,0.7843,1.6369,0.54290000000000005,2.1711999999999998,1.1246,7.9908000000000001,7.7706999999999997,45.969999999999999,941.60000000000002,10.956,7.1044999999999998,1.5744,5.8479999999999999,113.97,3.6400000000000001,6.2666000000000004,7.1921999999999997,103.95,1.2294,32.310000000000002,37.810000000000002
1701,2006-07-11,1.3287,0.78410000000000002,1.6268,0.54259999999999997,2.1835,1.1338999999999999,7.9911000000000003,7.7729999999999997,46.009999999999998,946.60000000000002,10.994,7.1204999999999998,1.5780000000000001,5.8484999999999996,114.15000000000001,3.6499999999999999,6.2563000000000004,7.1824000000000003,103.93000000000001,1.2285999999999999,32.450000000000003,37.810000000000002
1702,2006-07-12,1.327,0.78700000000000003,1.625,0.54500000000000004,2.1890000000000001,1.1353,7.9892000000000003,7.7759,46.090000000000003,948.5,11.028,7.1174999999999997,1.5842000000000001,5.8708,115.41,3.6535000000000002,6.2617000000000003,7.2206999999999999,103.90000000000001,1.2343999999999999,32.460000000000001,37.850000000000001
1703,2006-07-13,1.3264,0.78910000000000002,1.6154999999999999,0.54339999999999999,2.2052999999999998,1.1318999999999999,7.9898999999999996,7.7754000000000003,46.159999999999997,949,11.045,7.1950000000000003,1.5834999999999999,5.8848000000000003,115.45,3.6575000000000002,6.2518000000000002,7.2497999999999996,103.94,1.2325999999999999,32.539999999999999,37.869999999999997
1704,2006-07-14,1.3261000000000001,0.79110000000000003,1.6111,0.54449999999999998,2.2130000000000001,1.1274,7.9955999999999996,7.7752999999999997,46.189999999999998,953.70000000000005,11.029,7.2199999999999998,1.5891,5.9008000000000003,116.33,3.6699999999999999,6.2569999999999997,7.2698,103.95999999999999,1.2358,32.630000000000003,38.020000000000003
1705,2006-07-17,1.3346,0.79810000000000003,1.6067,0.5494,2.2117,1.1322000000000001,7.9969999999999999,7.7751000000000001,46.640000000000001,953.5,10.9825,7.2300000000000004,1.5940000000000001,5.9531999999999998,117.08,3.6880000000000002,6.319,7.3708999999999998,103.95,1.2476,32.850000000000001,38.170000000000002
1706,2006-07-18,1.3398000000000001,0.80000000000000004,1.5976999999999999,0.54730000000000001,2.1962999999999999,1.1335,8.0015999999999998,7.774,46.609999999999999,958.29999999999995,10.961499999999999,7.1950000000000003,1.593,5.9678000000000004,117.44,3.6804999999999999,6.3425000000000002,7.4135999999999997,103.95,1.2528999999999999,32.850000000000001,38.159999999999997
1707,2006-07-19,1.3360000000000001,0.79620000000000002,1.6051,0.54420000000000002,2.1852999999999998,1.1353,8.0017999999999994,7.7755999999999998,46.810000000000002,957.60000000000002,10.907999999999999,7.0800000000000001,1.5900000000000001,5.9379999999999997,117.08,3.6930000000000001,6.3476999999999997,7.3570000000000002,103.97,1.2497,32.869999999999997,38.109999999999999
1708,2006-07-20,1.3305,0.79120000000000001,1.6044,0.54069999999999996,2.1846999999999999,1.1344000000000001,7.9917999999999996,7.7755999999999998,46.75,951.70000000000005,10.866,6.9645000000000001,1.5851999999999999,5.9021999999999997,116.83,3.6779999999999999,6.2778999999999998,7.3010000000000002,103.94,1.2435,32.710000000000001,37.969999999999999
1709,2006-07-21,1.3282,0.78839999999999999,1.5987,0.53800000000000003,2.1909000000000001,1.1373,7.9897,7.7754000000000003,46.640000000000001,949.70000000000005,10.9095,7.0060000000000002,1.5823,5.8792999999999997,116.34,3.677,6.2484000000000002,7.2882999999999996,103.94,1.2373000000000001,32.689999999999998,37.969999999999999
1710,2006-07-24,1.327,0.79179999999999995,1.6051,0.54079999999999995,2.1886000000000001,1.1414,7.9851000000000001,7.7773000000000003,46.829999999999998,951.39999999999998,10.927,7.0199999999999996,1.5871,5.9059999999999997,116.65000000000001,3.6920000000000002,6.3078000000000003,7.3338000000000001,103.97,1.2464,32.850000000000001,37.990000000000002
1711,2006-07-25,1.3282,0.79520000000000002,1.6005,0.54330000000000001,2.2018,1.1415,7.9871999999999996,7.7774999999999999,46.759999999999998,951.89999999999998,10.919,7.0255000000000001,1.5871999999999999,5.9311999999999996,117.3,3.6850000000000001,6.3239000000000001,7.3529,103.98,1.2534000000000001,32.780000000000001,38.009999999999998
1712,2006-07-26,1.3168,0.79190000000000005,1.6000000000000001,0.5413,2.2054,1.1375,7.9848999999999997,7.7774999999999999,46.68,954.29999999999995,10.941000000000001,6.9725000000000001,1.5822000000000001,5.9067999999999996,116.84999999999999,3.6779999999999999,6.2793000000000001,7.3280000000000003,103.98,1.2487999999999999,32.840000000000003,37.960000000000001
1713,2006-07-27,1.3087,0.78539999999999999,1.6113,0.53690000000000004,2.1869999999999998,1.1346000000000001,7.9740000000000002,7.7717000000000001,46.520000000000003,952,10.895200000000001,6.8300000000000001,1.5783,5.8593000000000002,115.55,3.6709999999999998,6.1970000000000001,7.2488999999999999,103.98999999999999,1.2354000000000001,32.740000000000002,37.780000000000001
1714,2006-07-28,1.3049999999999999,0.78439999999999999,1.6196999999999999,0.5363,2.1776,1.1296999999999999,7.9791999999999996,7.7702999999999998,46.530000000000001,953.60000000000002,10.895,6.8700000000000001,1.5790999999999999,5.8532999999999999,114.73999999999999,3.6640000000000001,6.1914999999999996,7.2453000000000003,103.98999999999999,1.2333000000000001,32.740000000000002,37.920000000000002
1715,2006-07-31,1.3048,0.78349999999999997,1.6221000000000001,0.53520000000000001,2.1745000000000001,1.1309,7.9690000000000003,7.7702999999999998,46.490000000000002,954.89999999999998,10.916,6.9199999999999999,1.5791999999999999,5.8445999999999998,114.44,3.6560000000000001,6.1592000000000002,7.2146999999999997,103.95,1.2311000000000001,32.740000000000002,37.829999999999998
1716,2006-08-01,1.3103,0.78259999999999996,1.6157999999999999,0.53439999999999999,2.1875,1.1312,7.9729999999999999,7.7723000000000004,46.509999999999998,955.70000000000005,11.022,6.9699999999999998,1.581,5.8398000000000003,114.95999999999999,3.6699999999999999,6.1547000000000001,7.2084999999999999,103.97,1.2317,32.82,37.899999999999999
1717,2006-08-02,1.3090999999999999,0.78139999999999998,1.6119000000000001,0.53249999999999997,2.1768999999999998,1.1257999999999999,7.9720000000000004,7.7735000000000003,46.609999999999999,962,10.955500000000001,6.8849999999999998,1.5817000000000001,5.8295000000000003,114.54000000000001,3.673,6.1498999999999997,7.1795,103.98,1.2293000000000001,32.859999999999999,37.850000000000001
1718,2006-08-03,1.3158000000000001,0.78249999999999997,1.6160000000000001,0.53059999999999996,2.1812,1.1262000000000001,7.9748000000000001,7.7725999999999997,46.479999999999997,965.39999999999998,10.98,6.8479999999999999,1.5785,5.8365999999999998,115.27,3.6800000000000002,6.1539999999999999,7.2061000000000002,104,1.2332000000000001,32.859999999999999,37.880000000000003
1719,2006-08-04,1.3058000000000001,0.77559999999999996,1.6014999999999999,0.52359999999999995,2.1720000000000002,1.1269,7.9782999999999999,7.7742000000000004,46.420000000000002,964.60000000000002,10.891,6.8099999999999996,1.5726,5.7866,114.20999999999999,3.673,6.1173999999999999,7.1386000000000003,103.98,1.2209000000000001,32.869999999999997,37.740000000000002
1720,2006-08-07,1.3093999999999999,0.7772,1.6017999999999999,0.52349999999999997,2.1775000000000002,1.1182000000000001,7.968,7.7755000000000001,46.509999999999998,962.29999999999995,10.8805,6.7839999999999998,1.5725,5.7986000000000004,114.84999999999999,3.6600000000000001,6.1289999999999996,7.1387999999999998,103.94,1.2222999999999999,32.810000000000002,37.710000000000001
1721,2006-08-08,1.3142,0.77890000000000004,1.5976999999999999,0.5242,2.1848999999999998,1.1203000000000001,7.9711999999999996,7.7759999999999998,46.469999999999999,963.39999999999998,10.911,6.8224999999999998,1.5731999999999999,5.8090999999999999,115.01000000000001,3.665,6.1645000000000003,7.1534000000000004,103.95,1.2261,32.810000000000002,37.560000000000002
1722,2006-08-09,1.3043,0.77590000000000003,1.585,0.52390000000000003,2.1669999999999998,1.1196999999999999,7.9744999999999999,7.7769000000000004,46.399999999999999,959.29999999999995,10.8315,6.7229999999999999,1.5722,5.7888000000000002,115.14,3.661,6.1555,7.1193999999999997,103.95999999999999,1.2228000000000001,32.770000000000003,37.530000000000001
1723,2006-08-10,1.3036000000000001,0.78339999999999999,1.5785,0.52939999999999998,2.1655000000000002,1.1262000000000001,7.9690000000000003,7.7767999999999997,46.32,957.60000000000002,10.895,6.7960000000000003,1.5720000000000001,5.8446999999999996,115.59,3.6600000000000001,6.2298,7.2050999999999998,103.88,1.2373000000000001,32.539999999999999,37.5
1724,2006-08-11,1.3032999999999999,0.78390000000000004,1.5748,0.52759999999999996,2.1615000000000002,1.1206,7.9725000000000001,7.7771999999999997,46.5,961.39999999999998,10.816000000000001,6.7705000000000002,1.5791999999999999,5.8482000000000003,116.18000000000001,3.673,6.2496,7.2161,103.93000000000001,1.2387999999999999,32.609999999999999,37.32
1725,2006-08-14,1.3160000000000001,0.78520000000000001,1.5834999999999999,0.52900000000000003,2.1555,1.1240000000000001,7.9927999999999999,7.7785000000000002,46.520000000000003,965.60000000000002,10.8005,6.8425000000000002,1.5794999999999999,5.8585000000000003,116.53,3.6779999999999999,6.2995000000000001,7.2419000000000002,103.94,1.2403,32.710000000000001,37.350000000000001
1726,2006-08-15,1.3073999999999999,0.78200000000000003,1.5765,0.52780000000000005,2.1457999999999999,1.1225000000000001,8,7.7789000000000001,46.469999999999999,965.5,10.813499999999999,6.8529999999999998,1.5771999999999999,5.8345000000000002,115.95999999999999,3.6800000000000002,6.2601000000000004,7.2095000000000002,103.98999999999999,1.2372000000000001,32.700000000000003,37.390000000000001
1727,2006-08-16,1.2988999999999999,0.77739999999999998,1.5555000000000001,0.52629999999999999,2.129,1.1160000000000001,7.9827000000000004,7.7767999999999997,46.469999999999999,964.89999999999998,10.740500000000001,6.7454999999999998,1.5728,5.7984999999999998,115.70999999999999,3.6800000000000002,6.2672999999999996,7.1433999999999997,103.95999999999999,1.2272000000000001,32.700000000000003,37.369999999999997
1728,2006-08-17,1.3090999999999999,0.77700000000000002,1.5569,0.52800000000000002,2.1315,1.1160000000000001,7.9684999999999997,7.7747999999999999,46.359999999999999,960.60000000000002,10.750500000000001,6.7708000000000004,1.5727,5.7979000000000003,115.44,3.6699999999999999,6.2698,7.1414,103.97,1.2276,32.590000000000003,37.539999999999999
1729,2006-08-18,1.3193999999999999,0.78059999999999996,1.5640000000000001,0.53169999999999995,2.149,1.1234,7.9736000000000002,7.7732000000000001,46.380000000000003,958.29999999999995,10.839,6.9859999999999998,1.5736000000000001,5.8246000000000002,115.79000000000001,3.6680000000000001,6.2957999999999998,7.1914999999999996,103.98,1.2339,32.619999999999997,37.530000000000001
1730,2006-08-21,1.3089,0.77439999999999998,1.5586,0.5272,2.1364000000000001,1.1183000000000001,7.9698000000000002,7.7751999999999999,46.399999999999999,956.39999999999998,10.8055,7.0374999999999996,1.5711999999999999,5.7774000000000001,115.86,3.6669999999999998,6.2252999999999998,7.1226000000000003,103.98999999999999,1.2225999999999999,32.649999999999999,37.460000000000001
1731,2006-08-22,1.3115000000000001,0.78100000000000003,1.5669,0.52959999999999996,2.1303000000000001,1.1153,7.9663000000000004,7.7763999999999998,46.439999999999998,956.10000000000002,10.800000000000001,7.1200000000000001,1.5740000000000001,5.8270999999999997,116.61,3.6745000000000001,6.2838000000000003,7.1816000000000004,103.90000000000001,1.2341,32.719999999999999,37.609999999999999
1732,2006-08-23,1.3109999999999999,0.78159999999999996,1.5612999999999999,0.52829999999999999,2.1345999999999998,1.1100000000000001,7.9698000000000002,7.7770000000000001,46.450000000000003,955.39999999999998,10.848000000000001,7.1230000000000002,1.5728,5.8300999999999998,116.43000000000001,3.6739999999999999,6.2897999999999996,7.1833,103.68000000000001,1.2357,32.740000000000002,37.590000000000003
1733,2006-08-24,1.3103,0.78369999999999995,1.5693999999999999,0.52949999999999997,2.1633,1.111,7.9694000000000003,7.7766000000000002,46.420000000000002,958.89999999999998,10.922000000000001,7.1505000000000001,1.5774999999999999,5.8467000000000002,116.38,3.6779999999999999,6.343,7.2015000000000002,103.5,1.2381,32.810000000000002,37.649999999999999
1734,2006-08-25,1.3213999999999999,0.7833,1.5728,0.52949999999999997,2.1593,1.1077999999999999,7.9690000000000003,7.7796000000000003,46.409999999999997,961.79999999999995,10.964,7.1914999999999996,1.5802,5.8434999999999997,117.31,3.6785000000000001,6.3019999999999996,7.2447999999999997,103.27,1.2375,32.850000000000001,37.670000000000002
1735,2006-08-28,1.3182,0.78220000000000001,1.5657000000000001,0.5272,2.1467999999999998,1.1120000000000001,7.9706000000000001,7.7789999999999999,46.469999999999999,963.70000000000005,10.932,7.1974999999999998,1.5783,5.8341000000000003,117.15000000000001,3.6795,6.2843,7.2386999999999997,103.2,1.2358,32.909999999999997,37.649999999999999
1736,2006-08-29,1.3146,0.78320000000000001,1.5588,0.52869999999999995,2.1431,1.111,7.9615,7.7775999999999996,46.450000000000003,960.79999999999995,10.903,7.1500000000000004,1.5754999999999999,5.843,116.92,3.6795,6.3147000000000002,7.2302,102.75,1.2356,32.82,37.560000000000002
1737,2006-08-30,1.3080000000000001,0.77969999999999995,1.538,0.5252,2.1324999999999998,1.1099000000000001,7.9589999999999996,7.7774000000000001,46.369999999999997,961.10000000000002,10.8765,7.0800000000000001,1.5740000000000001,5.8144999999999998,117.06999999999999,3.677,6.3150000000000004,7.2076000000000002,102.48,1.2293000000000001,32.869999999999997,37.579999999999998
1738,2006-08-31,1.3106,0.78169999999999995,1.5279,0.52569999999999995,2.141,1.1066,7.9538000000000002,7.7766999999999999,46.43,961.10000000000002,10.912000000000001,7.2000000000000002,1.573,5.8308,117.34999999999999,3.6800000000000002,6.3186,7.2427999999999999,102.19,1.2336,32.859999999999999,37.560000000000002
1739,2006-09-01,1.3049999999999999,0.7792,1.5266999999999999,0.52490000000000003,2.1396999999999999,1.1055999999999999,7.9532999999999996,7.7779999999999996,46.380000000000003,960.29999999999995,10.894,7.2154999999999996,1.5721000000000001,5.8125,117.20999999999999,3.6655000000000002,6.335,7.2666000000000004,102.18000000000001,1.2307999999999999,32.850000000000001,37.479999999999997
1741,2006-09-05,1.298,0.78059999999999996,1.5458000000000001,0.52839999999999998,2.125,1.1111,7.9494999999999996,7.7775999999999996,46.189999999999998,956.5,10.836,7.1630000000000003,1.5676000000000001,5.8228,116.04000000000001,3.6400000000000001,6.3422999999999998,7.2601000000000004,102.11,1.2346999999999999,32.710000000000001,37.350000000000001
1742,2006-09-06,1.3057000000000001,0.78200000000000003,1.542,0.53159999999999996,2.1452,1.1052,7.9470000000000001,7.7771999999999997,46.130000000000003,957,10.935499999999999,7.3019999999999996,1.5704,5.8327,116.73,3.6469999999999998,6.3842999999999996,7.2893999999999997,102.15000000000001,1.2378,32.799999999999997,37.350000000000001
1743,2006-09-07,1.3158000000000001,0.78390000000000004,1.5425,0.53300000000000003,2.153,1.1099000000000001,7.9409000000000001,7.7766999999999999,46.140000000000001,956.10000000000002,11.015000000000001,7.3550000000000004,1.5697000000000001,5.8475999999999999,116.3,3.645,6.4653,7.3242000000000003,102.23,1.2404999999999999,32.789999999999999,37.350000000000001
1744,2006-09-08,1.3263,0.78910000000000002,1.5699000000000001,0.53600000000000003,2.1545000000000001,1.1191,7.9485000000000001,7.7781000000000002,46.060000000000002,956.20000000000005,11.01,7.3849999999999998,1.5722,5.8868999999999998,116.89,3.6589999999999998,6.5090000000000003,7.3449999999999998,102.45,1.248,32.890000000000001,37.439999999999998
1745,2006-09-11,1.3315999999999999,0.78749999999999998,1.5649,0.53680000000000005,2.1756000000000002,1.1215999999999999,7.9545000000000003,7.7785000000000002,46.189999999999998,957.29999999999995,11.065099999999999,7.4325000000000001,1.5764,5.8743999999999996,117.56999999999999,3.6699999999999999,6.5572999999999997,7.3009000000000004,102.52,1.2451000000000001,32.920000000000002,37.490000000000002
1746,2006-09-12,1.3284,0.78779999999999994,1.554,0.53339999999999999,2.1696,1.1186,7.9463999999999997,7.7793000000000001,46.270000000000003,959.20000000000005,11.032,7.3200000000000003,1.5770999999999999,5.8773999999999997,117.81999999999999,3.673,6.5292000000000003,7.2866999999999997,102.5,1.2482,32.909999999999997,37.420000000000002
1747,2006-09-13,1.3268,0.78690000000000004,1.5485,0.53290000000000004,2.1629999999999998,1.1191,7.9489999999999998,7.7808000000000002,46.18,958.70000000000005,11.000999999999999,7.3300000000000001,1.5755999999999999,5.8697999999999997,117.47,3.6699999999999999,6.6006999999999998,7.2737999999999996,102.40000000000001,1.2491000000000001,32.880000000000003,37.350000000000001
1748,2006-09-14,1.3249,0.78520000000000001,1.5130999999999999,0.52949999999999997,2.1549999999999998,1.1157999999999999,7.9462000000000002,7.7819000000000003,46.119999999999997,957.39999999999998,10.9846,7.3925000000000001,1.5782,5.8577000000000004,117.47,3.6720000000000002,6.5212000000000003,7.2409999999999997,102.45999999999999,1.2499,32.909999999999997,37.299999999999997
1749,2006-09-15,1.3303,0.79059999999999997,1.5085,0.53239999999999998,2.1535000000000002,1.1192,7.9428999999999998,7.7824999999999998,45.950000000000003,956.20000000000005,10.945499999999999,7.3825000000000003,1.5839000000000001,5.8981000000000003,117.72,3.669,6.5369999999999999,7.282,102.43000000000001,1.258,32.93,37.240000000000002
1750,2006-09-18,1.3268,0.78920000000000001,1.5025999999999999,0.53269999999999995,2.1404999999999998,1.1169,7.9465000000000003,7.7840999999999996,46.090000000000003,956.20000000000005,10.9275,7.3170000000000002,1.5878000000000001,5.8864999999999998,118.02,3.6779999999999999,6.5655000000000001,7.2541000000000002,102.45999999999999,1.2541,32.909999999999997,37.270000000000003
1751,2006-09-19,1.3264,0.78849999999999998,1.5078,0.53110000000000002,2.1560000000000001,1.1229,7.9356999999999998,7.7862,46.079999999999998,951.79999999999995,10.938499999999999,7.3529999999999998,1.5900000000000001,5.8825000000000003,117.59999999999999,3.6800000000000002,6.5057,7.2500999999999998,102.52,1.2512000000000001,32.890000000000001,37.420000000000002
1752,2006-09-20,1.3255999999999999,0.7873,1.5105999999999999,0.52929999999999999,2.1728999999999998,1.1272,7.9264000000000001,7.7854999999999999,45.829999999999998,950.70000000000005,10.94,7.3949999999999996,1.5846,5.8735999999999997,117.29000000000001,3.6779999999999999,6.5247999999999999,7.2632000000000003,102.56,1.2498,32.899999999999999,37.780000000000001
1753,2006-09-21,1.3228,0.78549999999999998,1.5109999999999999,0.52710000000000001,2.1804999999999999,1.1200000000000001,7.9248000000000003,7.7834000000000003,45.740000000000002,944.10000000000002,10.990500000000001,7.5750000000000002,1.5807,5.8611000000000004,116.76000000000001,3.6699999999999999,6.5296000000000003,7.2746000000000004,102.44,1.2519,32.920000000000002,37.420000000000002
1754,2006-09-22,1.331,0.78149999999999997,1.5161,0.52600000000000002,2.2126000000000001,1.1171,7.9195000000000002,7.7827000000000002,45.770000000000003,946.70000000000005,11.070499999999999,7.6050000000000004,1.5843,5.8297999999999996,116.45,3.6739999999999999,6.5465999999999998,7.2411000000000003,102.47,1.2349000000000001,32.93,37.329999999999998
1755,2006-09-25,1.3303,0.78449999999999998,1.4957,0.52629999999999999,2.2307999999999999,1.1163000000000001,7.9211999999999998,7.7836999999999996,45.829999999999998,943.70000000000005,11.103,7.7000000000000002,1.5860000000000001,5.851,116.43000000000001,3.6785000000000001,6.5547000000000004,7.2999999999999998,102.48,1.2384999999999999,32.939999999999998,37.460000000000001
1756,2006-09-26,1.331,0.78820000000000001,1.5002,0.52759999999999996,2.2050000000000001,1.1158999999999999,7.9135,7.7866,45.770000000000003,943.70000000000005,11.045,7.6485000000000003,1.589,5.8796999999999997,117.16,3.6779999999999999,6.5321999999999996,7.3285999999999998,102.48999999999999,1.2436,32.939999999999998,37.490000000000002
1757,2006-09-27,1.3342000000000001,0.78749999999999998,1.5208999999999999,0.53010000000000002,2.1850999999999998,1.115,7.9019000000000004,7.7877999999999998,45.759999999999998,943.39999999999998,11.013500000000001,7.6325000000000003,1.5876999999999999,5.8719000000000001,117.53,3.681,6.5072000000000001,7.3028000000000004,103.5,1.2451000000000001,32.960000000000001,37.530000000000001
1758,2006-09-28,1.3355999999999999,0.78759999999999997,1.5244,0.53339999999999999,2.1739999999999999,1.1108,7.8964999999999996,7.7884000000000002,45.780000000000001,944.60000000000002,11.0505,7.6675000000000004,1.5867,5.8734000000000002,117.84,3.6850000000000001,6.4625000000000004,7.2904999999999998,103.8,1.2474000000000001,32.990000000000002,37.509999999999998
1759,2006-09-29,1.3403,0.78820000000000001,1.5314000000000001,0.5343,2.1663999999999999,1.1151,7.9039999999999999,7.7912999999999997,45.950000000000003,946,10.977499999999999,7.7584999999999997,1.5859000000000001,5.8775000000000004,117.98999999999999,3.6850000000000001,6.5053000000000001,7.3127000000000004,103.75,1.2504,33.100000000000001,37.560000000000002
1760,2006-10-02,1.3362000000000001,0.78469999999999995,1.5210999999999999,0.5302,2.157,1.1153999999999999,7.9039999999999999,7.7911000000000001,45.969999999999999,947.60000000000002,10.971,7.7201000000000004,1.5841000000000001,5.8513000000000002,117.66,3.6869999999999998,6.5548999999999999,7.3226000000000004,103.94,1.2425999999999999,33.130000000000003,37.590000000000003
1761,2006-10-03,1.3436999999999999,0.78569999999999995,1.5161,0.52990000000000004,2.1713,1.121,7.9039999999999999,7.7907000000000002,45.68,947.60000000000002,11.0435,7.8724999999999996,1.5818000000000001,5.8586,117.84,3.6855000000000002,6.5846999999999998,7.3250999999999999,103.90000000000001,1.2453000000000001,33.049999999999997,37.549999999999997
1762,2006-10-04,1.3446,0.78820000000000001,1.5105999999999999,0.53080000000000005,2.1669999999999998,1.1286,7.9039999999999999,7.7916999999999996,45.649999999999999,948.89999999999998,11.055999999999999,7.9349999999999996,1.5845,5.8769,118.02,3.6899999999999999,6.6369999999999996,7.3502000000000001,103.92,1.2517,33.119999999999997,37.579999999999998
1763,2006-10-05,1.3425,0.78820000000000001,1.5068999999999999,0.53269999999999995,2.1656,1.1269,7.9039999999999999,7.7865000000000002,45.57,948.89999999999998,11.0166,7.8200000000000003,1.5841000000000001,5.8765000000000001,117.69,3.6835,6.6180000000000003,7.3071999999999999,104.09999999999999,1.2528999999999999,33.090000000000003,37.57
1764,2006-10-06,1.3452,0.79369999999999996,1.5158,0.53439999999999999,2.1659999999999999,1.1261000000000001,7.9039999999999999,7.7851999999999997,45.420000000000002,948.89999999999998,11.057600000000001,7.8049999999999997,1.5892999999999999,5.9169999999999998,118.89,3.6899999999999999,6.6875,7.3536999999999999,104.23,1.2606999999999999,33.090000000000003,37.509999999999998
1766,2006-10-10,1.3436999999999999,0.7974,1.5152000000000001,0.53910000000000002,2.1450999999999998,1.1317999999999999,7.9100000000000001,7.7927999999999997,45.670000000000002,959.20000000000005,11.058999999999999,7.7525000000000004,1.5904,5.9446000000000003,119.68000000000001,3.6930000000000001,6.6870000000000003,7.3940000000000001,104.86,1.2690999999999999,33.090000000000003,37.460000000000001
1767,2006-10-11,1.3433999999999999,0.79700000000000004,1.5124,0.53859999999999997,2.1499999999999999,1.1356999999999999,7.9168000000000003,7.7927,45.549999999999997,957.89999999999998,11.012,7.6909999999999998,1.5875999999999999,5.9416000000000002,119.48999999999999,3.694,6.7233999999999998,7.375,105.09999999999999,1.2702,33.289999999999999,37.420000000000002
1768,2006-10-12,1.3321000000000001,0.79759999999999998,1.5146999999999999,0.53890000000000005,2.149,1.1355999999999999,7.9142999999999999,7.7906000000000004,45.520000000000003,957.60000000000002,10.94,7.5685000000000002,1.5835999999999999,5.9459999999999997,119.53,3.6924999999999999,6.7430000000000003,7.3917999999999999,105.45,1.2707999999999999,33.229999999999997,37.479999999999997
1769,2006-10-13,1.3323,0.79990000000000006,1.5214000000000001,0.53910000000000002,2.141,1.1367,7.9000000000000004,7.7888999999999999,45.310000000000002,953.89999999999998,10.875,7.4935,1.5875999999999999,5.9634999999999998,119.81,3.681,6.7350000000000003,7.4199999999999999,105.8,1.2751999999999999,33.119999999999997,37.439999999999998
1770,2006-10-16,1.3268,0.79879999999999995,1.5190999999999999,0.53749999999999998,2.1320000000000001,1.1384000000000001,7.9119999999999999,7.7836999999999996,45.350000000000001,955.20000000000005,10.833,7.5225,1.5843,5.9542000000000002,119.25,3.6819999999999999,6.7748999999999997,7.3956999999999997,106.78,1.2715000000000001,33.229999999999997,37.399999999999999
1771,2006-10-17,1.3263,0.79590000000000005,1.502,0.53380000000000005,2.1360000000000001,1.1378999999999999,7.9081000000000001,7.7801999999999998,45.189999999999998,954.20000000000005,10.868499999999999,7.6150000000000002,1.5774999999999999,5.9336000000000002,118.63,3.6739999999999999,6.7485999999999997,7.3662000000000001,107.40000000000001,1.2645,33.149999999999999,37.329999999999998
1772,2006-10-18,1.3266,0.79900000000000004,1.5066999999999999,0.53549999999999998,2.1309999999999998,1.1375,7.9066000000000001,7.7839,45.280000000000001,955.20000000000005,10.8238,7.5925000000000002,1.5761000000000001,5.9566999999999997,119.09,3.6709999999999998,6.7801999999999998,7.3987999999999996,107,1.2721,33.18,37.369999999999997
